eps (accuracy)
  1.000000e-06
hn (ini.step size)
  1.000000e-07
       A             xsi             g       
  4.000000e-03   1.000000e+00   9.810000e+00
       hc      
  4.222125e-01
      h[m]           x[m]         lambda_1[m/s]  lambda_2[m/s]  lambda_3[m/s]         U[m/s]          B[m]     
  9.721251e-02   3.310221e+00      5.216681e+00  -4.491406e-01   3.310221e+00      4.038880e+00   4.231613e-02  
  9.621251e-02   3.322556e+00      5.219919e+00  -4.496946e-01   3.322556e+00      4.046390e+00   4.276020e-02  
  9.521251e-02   3.334943e+00      5.223165e+00  -4.502527e-01   3.334943e+00      4.053927e+00   4.320592e-02  
  9.421251e-02   3.347382e+00      5.226419e+00  -4.508148e-01   3.347382e+00      4.061492e+00   4.365331e-02  
  9.321251e-02   3.359875e+00      5.229680e+00  -4.513809e-01   3.359875e+00      4.069087e+00   4.410240e-02  
  9.221251e-02   3.372422e+00      5.232949e+00  -4.519512e-01   3.372422e+00      4.076710e+00   4.455320e-02  
  9.121251e-02   3.385024e+00      5.236227e+00  -4.525256e-01   3.385024e+00      4.084362e+00   4.500575e-02  
  9.021251e-02   3.397681e+00      5.239512e+00  -4.531042e-01   3.397681e+00      4.092044e+00   4.546006e-02  
  8.921251e-02   3.410395e+00      5.242806e+00  -4.536870e-01   3.410395e+00      4.099756e+00   4.591616e-02  
  8.821251e-02   3.423165e+00      5.246107e+00  -4.542740e-01   3.423165e+00      4.107498e+00   4.637407e-02  
  8.721251e-02   3.435994e+00      5.249416e+00  -4.548653e-01   3.435994e+00      4.115272e+00   4.683382e-02  
  8.621251e-02   3.448880e+00      5.252734e+00  -4.554610e-01   3.448880e+00      4.123076e+00   4.729544e-02  
  8.521251e-02   3.461827e+00      5.256060e+00  -4.560610e-01   3.461827e+00      4.130912e+00   4.775894e-02  
  8.421251e-02   3.474833e+00      5.259394e+00  -4.566654e-01   3.474833e+00      4.138780e+00   4.822437e-02  
  8.321251e-02   3.487901e+00      5.262736e+00  -4.572742e-01   3.487901e+00      4.146681e+00   4.869174e-02  
  8.221251e-02   3.501030e+00      5.266087e+00  -4.578876e-01   3.501030e+00      4.154614e+00   4.916108e-02  
  8.121251e-02   3.514223e+00      5.269445e+00  -4.585054e-01   3.514223e+00      4.162581e+00   4.963243e-02  
  8.021251e-02   3.527479e+00      5.272813e+00  -4.591278e-01   3.527479e+00      4.170581e+00   5.010581e-02  
  7.921251e-02   3.540800e+00      5.276188e+00  -4.597549e-01   3.540800e+00      4.178616e+00   5.058126e-02  
  7.821251e-02   3.554186e+00      5.279572e+00  -4.603866e-01   3.554186e+00      4.186685e+00   5.105880e-02  
  7.721251e-02   3.567639e+00      5.282965e+00  -4.610230e-01   3.567639e+00      4.194790e+00   5.153846e-02  
  7.621251e-02   3.581160e+00      5.286365e+00  -4.616642e-01   3.581160e+00      4.202930e+00   5.202028e-02  
  7.521251e-02   3.594750e+00      5.289775e+00  -4.623102e-01   3.594750e+00      4.211107e+00   5.250430e-02  
  7.421251e-02   3.608410e+00      5.293193e+00  -4.629611e-01   3.608410e+00      4.219320e+00   5.299054e-02  
  7.321251e-02   3.622141e+00      5.296619e+00  -4.636169e-01   3.622141e+00      4.227571e+00   5.347904e-02  
  7.221251e-02   3.635944e+00      5.300054e+00  -4.642777e-01   3.635944e+00      4.235859e+00   5.396984e-02  
  7.121251e-02   3.649820e+00      5.303498e+00  -4.649435e-01   3.649820e+00      4.244186e+00   5.446297e-02  
  7.021251e-02   3.663770e+00      5.306950e+00  -4.656144e-01   3.663770e+00      4.252552e+00   5.495847e-02  
  6.921251e-02   3.677797e+00      5.310411e+00  -4.662904e-01   3.677797e+00      4.260958e+00   5.545638e-02  
  6.821251e-02   3.691901e+00      5.313880e+00  -4.669717e-01   3.691901e+00      4.269404e+00   5.595675e-02  
  6.721251e-02   3.706083e+00      5.317358e+00  -4.676583e-01   3.706083e+00      4.277891e+00   5.645960e-02  
  6.621251e-02   3.720344e+00      5.320845e+00  -4.683502e-01   3.720344e+00      4.286419e+00   5.696499e-02  
  6.521251e-02   3.734687e+00      5.324340e+00  -4.690475e-01   3.734687e+00      4.294989e+00   5.747296e-02  
  6.421251e-02   3.749113e+00      5.327845e+00  -4.697504e-01   3.749113e+00      4.303603e+00   5.798354e-02  
  6.321251e-02   3.763623e+00      5.331357e+00  -4.704588e-01   3.763623e+00      4.312260e+00   5.849680e-02  
  6.221251e-02   3.778219e+00      5.334879e+00  -4.711728e-01   3.778219e+00      4.320962e+00   5.901276e-02  
  6.121251e-02   3.792902e+00      5.338409e+00  -4.718926e-01   3.792902e+00      4.329708e+00   5.953149e-02  
  6.021251e-02   3.807673e+00      5.341948e+00  -4.726181e-01   3.807673e+00      4.338501e+00   6.005303e-02  
  5.921251e-02   3.822536e+00      5.345496e+00  -4.733496e-01   3.822536e+00      4.347341e+00   6.057743e-02  
  5.821251e-02   3.837491e+00      5.349052e+00  -4.740870e-01   3.837491e+00      4.356228e+00   6.110476e-02  
  5.721251e-02   3.852541e+00      5.352617e+00  -4.748305e-01   3.852541e+00      4.365163e+00   6.163505e-02  
  5.621251e-02   3.867686e+00      5.356191e+00  -4.755801e-01   3.867686e+00      4.374148e+00   6.216837e-02  
  5.521251e-02   3.882930e+00      5.359773e+00  -4.763360e-01   3.882930e+00      4.383183e+00   6.270477e-02  
  5.421251e-02   3.898275e+00      5.363363e+00  -4.770982e-01   3.898275e+00      4.392269e+00   6.324432e-02  
  5.321251e-02   3.913721e+00      5.366962e+00  -4.778669e-01   3.913721e+00      4.401408e+00   6.378708e-02  
  5.221251e-02   3.929272e+00      5.370570e+00  -4.786421e-01   3.929272e+00      4.410599e+00   6.433311e-02  
  5.121251e-02   3.944930e+00      5.374186e+00  -4.794240e-01   3.944930e+00      4.419845e+00   6.488248e-02  
  5.021251e-02   3.960697e+00      5.377810e+00  -4.802127e-01   3.960697e+00      4.429146e+00   6.543526e-02  
  4.921251e-02   3.976576e+00      5.381442e+00  -4.810083e-01   3.976576e+00      4.438504e+00   6.599151e-02  
  4.821251e-02   3.992569e+00      5.385082e+00  -4.818109e-01   3.992569e+00      4.447920e+00   6.655132e-02  
  4.721251e-02   4.008679e+00      5.388731e+00  -4.826206e-01   4.008679e+00      4.457394e+00   6.711476e-02  
  4.621251e-02   4.024909e+00      5.392387e+00  -4.834376e-01   4.024909e+00      4.466928e+00   6.768190e-02  
  4.521251e-02   4.041261e+00      5.396051e+00  -4.842621e-01   4.041261e+00      4.476524e+00   6.825283e-02  
  4.421251e-02   4.057739e+00      5.399723e+00  -4.850941e-01   4.057739e+00      4.486183e+00   6.882763e-02  
  4.321251e-02   4.074345e+00      5.403401e+00  -4.859338e-01   4.074345e+00      4.495906e+00   6.940640e-02  
  4.221251e-02   4.091084e+00      5.407088e+00  -4.867814e-01   4.091084e+00      4.505694e+00   6.998923e-02  
  4.121251e-02   4.107958e+00      5.410781e+00  -4.876370e-01   4.107958e+00      4.515550e+00   7.057620e-02  
  4.021251e-02   4.124972e+00      5.414480e+00  -4.885008e-01   4.124972e+00      4.525475e+00   7.116743e-02  
  3.921251e-02   4.142128e+00      5.418187e+00  -4.893730e-01   4.142128e+00      4.535470e+00   7.176301e-02  
  3.821251e-02   4.159431e+00      5.421899e+00  -4.902538e-01   4.159431e+00      4.545538e+00   7.236306e-02  
  3.721251e-02   4.176886e+00      5.425618e+00  -4.911433e-01   4.176886e+00      4.555679e+00   7.296768e-02  
  3.621251e-02   4.194495e+00      5.429342e+00  -4.920418e-01   4.194495e+00      4.565897e+00   7.357700e-02  
  3.521251e-02   4.212265e+00      5.433071e+00  -4.929494e-01   4.212265e+00      4.576192e+00   7.419113e-02  
  3.421251e-02   4.230199e+00      5.436804e+00  -4.938664e-01   4.230199e+00      4.586568e+00   7.481022e-02  
  3.321251e-02   4.248304e+00      5.440542e+00  -4.947931e-01   4.248304e+00      4.597026e+00   7.543439e-02  
  3.221251e-02   4.266584e+00      5.444284e+00  -4.957296e-01   4.266584e+00      4.607568e+00   7.606379e-02  
  3.121251e-02   4.285044e+00      5.448028e+00  -4.966762e-01   4.285044e+00      4.618197e+00   7.669856e-02  
  3.021251e-02   4.303692e+00      5.451775e+00  -4.976333e-01   4.303692e+00      4.628916e+00   7.733887e-02  
  2.921251e-02   4.322534e+00      5.455524e+00  -4.986010e-01   4.322534e+00      4.639727e+00   7.798488e-02  
  2.821251e-02   4.341575e+00      5.459273e+00  -4.995797e-01   4.341575e+00      4.650634e+00   7.863677e-02  
  2.721251e-02   4.360824e+00      5.463022e+00  -5.005697e-01   4.360824e+00      4.661638e+00   7.929471e-02  
  2.621251e-02   4.380288e+00      5.466771e+00  -5.015713e-01   4.380288e+00      4.672743e+00   7.995890e-02  
  2.521251e-02   4.399976e+00      5.470517e+00  -5.025850e-01   4.399976e+00      4.683953e+00   8.062955e-02  
  2.421251e-02   4.419895e+00      5.474259e+00  -5.036110e-01   4.419895e+00      4.695271e+00   8.130688e-02  
  2.321251e-02   4.440056e+00      5.477997e+00  -5.046498e-01   4.440056e+00      4.706701e+00   8.199111e-02  
  2.221251e-02   4.460468e+00      5.481729e+00  -5.057018e-01   4.460468e+00      4.718247e+00   8.268250e-02  
  2.121251e-02   4.481142e+00      5.485452e+00  -5.067675e-01   4.481142e+00      4.729913e+00   8.338130e-02  
  2.021251e-02   4.502091e+00      5.489165e+00  -5.078473e-01   4.502091e+00      4.741703e+00   8.408780e-02  
  1.921251e-02   4.523325e+00      5.492865e+00  -5.089418e-01   4.523325e+00      4.753624e+00   8.480230e-02  
  1.821251e-02   4.544860e+00      5.496551e+00  -5.100516e-01   4.544860e+00      4.765679e+00   8.552511e-02  
  1.721251e-02   4.566709e+00      5.500219e+00  -5.111772e-01   4.566709e+00      4.777875e+00   8.625658e-02  
  1.621251e-02   4.588890e+00      5.503866e+00  -5.123193e-01   4.588890e+00      4.790217e+00   8.699708e-02  
  1.521251e-02   4.611419e+00      5.507488e+00  -5.134786e-01   4.611419e+00      4.802713e+00   8.774701e-02  
  1.421251e-02   4.634316e+00      5.511080e+00  -5.146559e-01   4.634316e+00      4.815369e+00   8.850681e-02  
  1.321251e-02   4.657602e+00      5.514639e+00  -5.158520e-01   4.657602e+00      4.828194e+00   8.927695e-02  
  1.221251e-02   4.681301e+00      5.518159e+00  -5.170678e-01   4.681301e+00      4.841195e+00   9.005795e-02  
  1.121251e-02   4.705439e+00      5.521632e+00  -5.183044e-01   4.705439e+00      4.854383e+00   9.085035e-02  
  1.021251e-02   4.730046e+00      5.525051e+00  -5.195627e-01   4.730046e+00      4.867766e+00   9.165479e-02  
  9.212505e-03   4.755153e+00      5.528407e+00  -5.208441e-01   4.755153e+00      4.881357e+00   9.247195e-02  
  8.212505e-03   4.780800e+00      5.531690e+00  -5.221499e-01   4.780800e+00      4.895169e+00   9.330258e-02  
  6.212505e-03   4.833884e+00      5.537980e+00  -5.248408e-01   4.833884e+00      4.923511e+00   9.500775e-02  
  4.212505e-03   4.889722e+00      5.543784e+00  -5.276499e-01   4.889722e+00      4.952927e+00   9.677840e-02  
  2.212505e-03   4.948896e+00      5.548892e+00  -5.305962e-01   4.948896e+00      4.983595e+00   9.862509e-02  
  2.125053e-04   5.012246e+00      5.552964e+00  -5.337050e-01   5.012246e+00      5.015752e+00   1.005621e-01  
  1.000000e-07   5.019258e+00      5.553305e+00  -5.340452e-01   5.019258e+00      5.019258e+00   1.007738e-01  
