#REFDATE 2006-10-01 00:00:00
#     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.
     T         WINDS     WINDD      TAIR      PATM      HREL      CLDC    RAINC
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-8
   5162400      6.4        330     12.2    1023.3         72         0 0.000E+00
   5173200      3.8        310      9.2       1024        81         0 0.000E+00
   5184000      0.5        190      7.2    1024.8         89         0 0.000E+00
   5194800      2.2        140      6.6    1024.8         92         7 0.000E+00
   5205600      1.7        170      7.2    1025.1         92         3 0.000E+00
   5216400         1       250     10.4       1026        92         5 0.000E+00
   5227200      2.4        260     15.2       1025        77         6 0.000E+00
   5238000      1.2         30     14.8    1024.8         81         7 0.000E+00
   5248800      4.5        120     14.2    1026.3         73         6 0.000E+00
   5259600      4.2        140     14.2    1027.5         69         7 0.000E+00
   5270400      3.2        110     12.5    1027.6         79         4 0.000E+00
   5281200      2.1         90     11.1    1027.1         82         0 0.000E+00
   5292000      1.6        120     10.6    1027.1         84         1 0.000E+00
   5302800         3        80     13.5       1028        73         1 0.000E+00
   5313600      3.6        160     18.1       1027        56         1 0.000E+00
   5324400         5       160     16.9    1025.5         64         2 1.253E-01
   5335200         3       110        13   1024.8         76         2 2.495E-01
   5346000      2.2         80     12.6    1024.9         71         0 3.748E-01
   5356800      2.1         30     10.8    1023.8         73         0 5.000E-01
   5367600      3.5         80     10.3    1022.5         76         0 6.253E-01
   5378400         3        70     11.6    1021.5         75         2 7.495E-01
   5389200      7.3        100     13.7    1020.8         72         7 8.748E-01
   5400000      6.8        120     15.7    1019.3         73         7 1.000E+00
   5410800      5.8        100        14      1018        82         8 8.748E-01
   5421600      5.8        110     13.3    1017.9         86         8 7.495E-01
   5432400      6.1        100     13.2    1017.7         90         8 6.253E-01
   5443200      4.1        150     15.4       1017        87         8 5.000E-01
   5454000         3       170     15.8    1016.2         85         6 3.748E-01
   5464800      4.9        120     13.9       1016        82         7 2.495E-01
   5475600      5.5        120     15.4    1016.4         79         5 1.253E-01
   5486400      5.8        160     17.8    1015.7         70         3 0.000E+00
   5497200      5.8        140     16.5    1014.2         78         4 3.240E-03
   5508000      3.4        120     15.6    1014.6         82         5 6.480E-03
   5518800      2.2        180     16.3    1014.5         84         7 9.720E-03
   5529600      1.7        150     15.7    1013.7         85         7 1.296E-02
   5540400      0.7        120     14.9    1013.8         87         7 1.512E-02
   5551200      1.1        190     13.9    1014.2         91         7 1.836E-02
   5562000         0         0        14   1015.7         83         4 2.160E-02
   5572800      1.1        260     16.6    1015.1         72         7 2.484E-02
   5583600      3.2        290     15.6    1014.8         79         7 6.264E-02
   5594400      2.2        130     13.7    1015.9         87         7 1.004E-01
   5605200      1.4        310     11.9    1015.9         91         0 1.372E-01
   5616000      0.7         80     11.8       1016        92         0 1.750E-01
   5626800      0.8        180     11.3    1015.7         93         0 2.128E-01
   5637600         1       120     10.3    1014.2         94         6 2.495E-01
   5648400      2.3        160     14.5    1013.8         86         1 2.873E-01
   5659200      6.2        160     19.9    1011.4         64         6 3.251E-01
   5670000      7.8        150     17.9    1009.6         80         7 4.720E-01
   5680800      7.4        150     17.9    1008.9         80         7 6.188E-01
   5691600      9.1        160        18   1008.6         78         7 7.657E-01
   5702400      7.4        160        18   1006.7         79         8 9.126E-01
   5713200      6.8        160     17.4       1005        81         8 1.059E+00
   5724000      4.8        170     16.9    1004.1         87         8 1.206E+00
   5734800      2.6        270     13.9    1004.9         89         7 1.353E+00
   5745600      6.7        350     11.3       1005        88         8 1.500E+00
   5756400      9.9        340     10.2    1005.6         89         8 1.315E+00
   5767200     10.7        330     11.3    1007.6         78         7 1.131E+00
   5778000     10.3        340     11.4    1009.4         68         7 9.472E-01
   5788800      9.1        330     10.7    1009.5         67         7 7.625E-01
   5799600      7.4        360      9.3    1009.5         70         0 5.778E-01
   5810400      5.8        350      8.2    1009.9         77         6 3.942E-01
   5821200      1.9         90      9.5    1009.9         71         3 2.095E-01
   5832000      4.8        300     11.6    1010.6         69         7 2.484E-02
   5842800         0         0        13   1008.8         75         7 2.624E-01
   5853600      3.4        290     11.1    1009.5         79         8 5.000E-01
   5864400         0         0        11      1009        84         7 7.376E-01
   5875200      1.1        160     10.1    1007.6         90         5 9.752E-01
   5886000      1.9        150     12.4       1006        90         8 1.213E+00
   5896800      5.4        120     13.2    1004.2         71         7 1.450E+00
   5907600      7.5        130     14.4    1003.1         78         8 1.688E+00
   5918400     10.1        150        14   1000.9         91         8 1.923E+00
   5929200      8.8        270     12.8     998.5         81         8 1.688E+00
   5940000      8.8        300     11.6    1000.5         86         8 1.450E+00
   5950800      7.6        300     10.3    1001.1         85         6 1.213E+00
   5961600         5       320      8.5    1002.1         87         0 9.752E-01
   5972400      4.4        290      5.8    1003.8         92         0 7.376E-01
   5983200      5.7        300      8.9    1004.4         84         8 5.000E-01
